,from,to,sign,weight
6065,MAP3K7,RAP1A,1,0.249
6066,MAP3K7,SMAD3,-1,0.521
6067,MAP3K7,TAB1,1,0.997
6068,MAP3K7,UBE2N,1,0.997
6069,MAP3K7,NFKBIA,-1,0.959
6070,MAP3K7,SRSF4,1,0.203
6071,MAP3K8,CHEK1,1,0.202
6072,MAP3K8,CHUK,1,0.938
6073,MAP3K8,MAP2K1,1,0.955
6074,MAP3K8,MAP2K2,1,0.849
6075,MAP3K8,MAP2K3,1,0.275
6076,MAP3K8,MAP2K4,1,0.949
6077,MAP3K8,MAP2K5,1,0.921
6078,MAP3K8,MAPK1,1,0.345
6079,MAP3K8,NFKB1,-1,0.964
6080,MAP4K1,LCP2,1,0.988
6081,MAP4K1,MAP3K1,1,0.92
6082,MAP4K1,MAP3K11,1,0.906
6083,MAP4K1,MAP3K7,1,0.947
6084,MAP4K1,MAPK1,1,0.259
6085,MAP4K1,MAPK8,1,0.237
6086,MAP4K2,MAP3K1,1,0.948
6087,MAP4K3,MAP3K1,1,0.921
6088,MAP4K3,MAP3K3,1,0.911
6089,MAP4K3,MAPK14,1,0.263
6090,MAP4K3,PRKCQ,1,0.42
6091,MAP4K4,MAP3K1,1,0.951
6092,MAP4K4,MAP3K7,1,0.944
6093,MAP4K4,SLC9A1,1,0.66
6094,MAP4K5,GSK3B,-1,0.19
6095,MAP7,TRPV4,1,0.465
6096,MAPK1,ABI1,1,0.915
6097,MAPK1,APBB1,1,0.158
6098,MAPK1,ARHGEF2,1,0.651
6099,MAPK1,ARRB1,-1,0.978
6100,MAPK1,ATF2,1,0.991
6101,MAPK1,BMF,1,0.199
6102,MAPK1,BRAF,-1,0.963
6103,MAPK1,CAPN2,1,0.947
6104,MAPK1,CASP8,-1,0.987
6105,MAPK1,CASP9,-1,0.776
6106,MAPK1,CDK1,-1,0.491
6107,MAPK1,CDK2,1,0.945
6108,MAPK1,CEBPA,-1,0.247
6109,MAPK1,CEBPB,1,0.976
6110,MAPK1,CREBBP,1,0.696
6111,MAPK1,CSNK2A1,1,0.435
6112,MAPK1,CTTN,1,0.447
6113,MAPK1,DAPK1,1,0.893
6114,MAPK1,DUSP16,1,0.99
6115,MAPK1,DUSP2,1,0.989
6116,MAPK1,EIF4EBP1,-1,0.963
6117,MAPK1,ELK1,1,0.972
6118,MAPK1,ELK4,1,0.911
6119,MAPK1,EP300,1,0.695
6120,MAPK1,ESR1,1,0.973
6121,MAPK1,ETS1,1,0.985
6122,MAPK1,FGF5,-1,0.59
6123,MAPK1,FGFR1,-1,0.468
6124,MAPK1,FOS,1,0.996
6125,MAPK1,FOXO3,-1,0.968
6126,MAPK1,GAB1,-1,0.975
6127,MAPK1,GAB2,1,0.956
6128,MAPK1,GATA1,1,0.554
6129,MAPK1,GJA1,-1,0.913
6130,MAPK1,GMFB,1,0.46
6131,MAPK1,GRB10,1,0.449
6132,MAPK1,GRB2,1,0.99
6133,MAPK1,H3F3A,1,0.175
6134,MAPK1,H3F3B,1,0.175
6135,MAPK1,HIF1A,1,0.582
6136,MAPK1,IER3,1,0.942
6137,MAPK1,IL16,1,0.189
6138,MAPK1,IRS1,-1,0.974
6139,MAPK1,JUN,1,0.997
6140,MAPK1,KHDRBS1,1,0.944
6141,MAPK1,LIFR,-1,0.473
6142,MAPK1,LRP6,1,0.482
6143,MAPK1,MAP2K2,1,0.988
6144,MAPK1,MAP2K3,1,0.417
6145,MAPK1,MAP3K1,1,0.706
6146,MAPK1,MAP3K5,1,0.522
6147,MAPK1,MAPK14,1,0.887
6148,MAPK1,MAPK3,1,0.978
6149,MAPK1,MAPK8,-1,0.945
6150,MAPK1,MAPKAPK2,1,0.803
6151,MAPK1,MCL1,1,0.637
6152,MAPK1,MED1,1,0.158
6153,MAPK1,MEF2C,1,0.812
6154,MAPK1,MKNK1,1,0.992
6155,MAPK1,MKNK2,1,0.958
6156,MAPK1,MTA1,1,0.175
6157,MAPK1,MYC,1,0.988
6158,MAPK1,MYLK,1,0.925
6159,MAPK1,NCF1,1,0.709
6160,MAPK1,NCOA1,1,0.75
6161,MAPK1,NFKB1,1,0.975
6162,MAPK1,PAK1,1,0.667
6163,MAPK1,PARP1,1,0.762
6164,MAPK1,PGR,-1,0.961
6165,MAPK1,PLA2G4A,1,0.984
6166,MAPK1,PML,1,0.454
6167,MAPK1,PPARA,1,0.951
6168,MAPK1,PPARG,-1,0.656
6169,MAPK1,PPP2R5C,-1,0.944
6170,MAPK1,PRKAR1A,1,0.946
6171,MAPK1,PRKCA,1,0.949
6172,MAPK1,PRKCD,1,0.963
6173,MAPK1,PTPRR,1,0.994
6174,MAPK1,PXN,1,0.986
6175,MAPK1,RAD23B,1,0.185
6176,MAPK1,RARA,1,0.658
6177,MAPK1,RELA,1,0.951
6178,MAPK1,RGS19,1,0.448
6179,MAPK1,RPS6KA1,1,0.964
6180,MAPK1,RPS6KA2,1,0.962
6181,MAPK1,RPS6KA3,1,0.969
6182,MAPK1,RPS6KA4,1,0.96
6183,MAPK1,RPS6KB1,1,0.96
6184,MAPK1,RPTOR,1,0.778
6185,MAPK1,SHC1,1,0.982
6186,MAPK1,SMAD1,-1,0.957
6187,MAPK1,SP1,1,0.985
6188,MAPK1,SP3,1,0.401
6189,MAPK1,SPHK2,1,0.908
6190,MAPK1,SREBF1,1,0.488
6191,MAPK1,STAT1,1,0.975
6192,MAPK1,STAT3,1,0.991
6193,MAPK1,STAT5A,1,0.975
6194,MAPK1,STIM1,1,0.165
6195,MAPK1,STK11,-1,0.455
6196,MAPK1,TCF3,1,0.489
6197,MAPK1,TNIP1,1,0.683
6198,MAPK1,TP53,1,0.983
6199,MAPK1,TPR,1,0.711
6200,MAPK1,TSC1,-1,0.927
6201,MAPK1,TSC2,-1,0.976
6202,MAPK1,TSC22D3,1,0.159
6203,MAPK1,TWIST1,1,0.222
6204,MAPK1,UBE2A,1,0.182
6205,MAPK1,SORBS3,1,0.773
6206,MAPK1,GATA2,1,0.56
6207,MAPK1,POU5F1,-1,0.541
6208,MAPK1,SLC2A4,1,0.441
6209,MAPK1,SLC9A1,1,0.77
6210,MAPK1,SREBF2,1,0.426
6211,MAPK1,JUND,1,0.869
6212,MAPK1,SYN1,-1,0.257
6213,MAPK1,KCND2,1,0.568
6214,MAPK1,TH,1,0.587
6215,MAPK1,CAD,1,0.493
6216,MAPK1,ESPL1,-1,0.188
6217,MAPK1,UBTF,-1,0.724
6218,MAPK1,SPHK1,1,0.918
6219,MAPK1,GABPA,1,0.347
6220,MAPK1,CIC,-1,0.192
6221,MAPK1,GORASP2,1,0.942
6222,MAPK1,KLC1,-1,0.267
6223,MAPK1,MAFA,1,0.385
6224,MAPK1,MBP,-1,0.928
6225,MAPK1,NEFM,-1,0.158
6226,MAPK1,NOX5,1,0.312
6227,MAPK1,NR4A2,1,0.608
6228,MAPK1,PCYT1A,-1,0.852
6229,MAPK1,PRDX6,1,0.699
6230,MAPK1,RORA,-1,0.191
6231,MAPK1,SH2D3C,1,0.285
6232,MAPK1,SOX10,1,0.152
6233,MAPK1,TFCP2,-1,0.411
6234,MAPK1,TFEB,-1,0.203
6235,MAPK1,TOB1,-1,0.415
6236,MAPK1,UBR5,1,0.415
6237,MAPK10,APP,1,0.968
6238,MAPK10,ATF2,1,0.974
6239,MAPK10,BCL2L11,1,0.948
6240,MAPK10,DAXX,1,0.293
6241,MAPK10,DIABLO,-1,0.482
6242,MAPK10,ELK1,1,0.866
6243,MAPK10,FOS,1,0.973
6244,MAPK10,HNRNPK,1,0.36
6245,MAPK10,JUN,1,0.996
6246,MAPK10,MAP2K7,1,0.933
6247,MAPK10,MAPK8IP3,1,0.979
6248,MAPK10,MCL1,1,0.727
6249,MAPK10,TP53,1,0.914
6250,MAPK10,ZYX,1,0.242
6251,MAPK10,JUND,1,0.988
6252,MAPK10,STMN2,-1,0.453
6253,MAPK11,ATF2,1,0.974
6254,MAPK11,CDC25B,-1,0.935
6255,MAPK11,EGFR,-1,0.42
6256,MAPK11,ELK1,1,0.889
6257,MAPK11,ELK4,1,0.944
6258,MAPK11,HBP1,1,0.9
6259,MAPK11,HIF1A,1,0.167
6260,MAPK11,JUN,1,0.976
6261,MAPK11,MAPK14,1,0.93
6262,MAPK11,MAPKAPK3,1,0.985
6263,MAPK11,SOCS3,1,0.917
6264,MAPK11,TAB1,-1,0.975
6265,MAPK11,TCF3,1,0.911
6266,MAPK11,TP53,1,0.949
6267,MAPK11,KRT8,1,0.909
6268,MAPK12,ATF2,1,0.95
6269,MAPK12,SH3BP5,1,0.624
6270,MAPK12,SNTA1,1,0.944
6271,MAPK12,MAPT,1,0.372
6272,MAPK13,ATF2,1,0.965
6273,MAPK13,CHEK1,1,0.308
6274,MAPK13,MAPKAPK3,1,0.983
6275,MAPK13,TP53,1,0.844
6276,MAPK13,MAPT,1,0.399
6277,MAPK14,AR,1,0.923
6278,MAPK14,ATF2,1,0.987
6279,MAPK14,ATF6,1,0.967
6280,MAPK14,BAX,1,0.394
6281,MAPK14,BAZ1B,1,0.154
6282,MAPK14,BCL2,-1,0.818
6283,MAPK14,CASP3,-1,0.967
6284,MAPK14,CASP8,-1,0.625
6285,MAPK14,CCND1,1,0.72
6286,MAPK14,CCND2,-1,0.183
6287,MAPK14,CDC25A,-1,0.633
6288,MAPK14,CDC25B,-1,0.98
6289,MAPK14,CDKN1A,1,0.451
6290,MAPK14,CDKN1C,1,0.197
6291,MAPK14,CDT1,1,0.341
6292,MAPK14,CFLAR,1,0.453
6293,MAPK14,CREB1,1,0.983
6294,MAPK14,DDIT3,1,0.972
6295,MAPK14,DUSP1,1,0.991
6296,MAPK14,DUSP2,1,0.977
6297,MAPK14,DUSP4,1,0.978
6298,MAPK14,DUSP8,1,0.967
6299,MAPK14,DUSP9,1,0.985
6300,MAPK14,DYRK1B,-1,0.471
6301,MAPK14,EGFR,-1,0.731
6302,MAPK14,EIF4EBP1,-1,0.529
6303,MAPK14,ELAVL1,1,0.728
6304,MAPK14,ELK1,1,0.945
6305,MAPK14,EP300,1,0.957
6306,MAPK14,EPS15,1,0.392
6307,MAPK14,ESR1,1,0.956
6308,MAPK14,EZH2,1,0.196
6309,MAPK14,F3,-1,0.318
6310,MAPK14,FGFR1,-1,0.36
6311,MAPK14,FOS,1,0.973
6312,MAPK14,FOXO3,1,0.891
6313,MAPK14,GADD45A,1,0.575
6314,MAPK14,GSK3B,-1,0.411
6315,MAPK14,H3F3A,1,0.2
6316,MAPK14,H3F3B,1,0.176
6317,MAPK14,HBP1,1,0.907
6318,MAPK14,HSPB1,1,0.981
6319,MAPK14,JUN,1,0.993
6320,MAPK14,JUNB,1,0.908
6321,MAPK14,KAT2B,1,0.951
6322,MAPK14,MAP2K1,1,0.988
6323,MAPK14,MAP3K11,-1,0.38
6324,MAPK14,MAP3K7,-1,0.958
6325,MAPK14,MAP4K2,1,0.284
6326,MAPK14,MAPK3,-1,0.923
6327,MAPK14,MAPKAPK2,1,0.998
6328,MAPK14,MAPKAPK3,1,0.991
6329,MAPK14,MEF2C,1,0.984
6330,MAPK14,MKNK1,1,0.987
6331,MAPK14,MKNK2,1,0.718
6332,MAPK14,NCOA3,1,0.938
6333,MAPK14,NFATC4,1,0.618
6334,MAPK14,NFE2L2,-1,0.233
6335,MAPK14,NR3C1,1,0.376
6336,MAPK14,PAK6,1,0.42
6337,MAPK14,PLA2G4A,1,0.975
6338,MAPK14,PPARGC1A,1,0.955
6339,MAPK14,PPP1R15A,1,0.167
6340,MAPK14,PPP2CA,1,0.276
6341,MAPK14,PRKACA,-1,0.369
6342,MAPK14,RELA,1,0.943
6343,MAPK14,RPS6KA4,1,0.96
6344,MAPK14,SIAH2,1,0.194
6345,MAPK14,SIK1,1,0.252
6346,MAPK14,SMAD2,1,0.503
6347,MAPK14,SMAD3,1,0.77
6348,MAPK14,STAT1,1,0.98
6349,MAPK14,STAT3,1,0.957
6350,MAPK14,STAT4,1,0.948
6351,MAPK14,TAB1,-1,0.981
6352,MAPK14,TCF3,1,0.915
6353,MAPK14,TIAL1,-1,0.155
6354,MAPK14,TP53,1,0.984
6355,MAPK14,TWIST1,1,0.177
6356,MAPK14,ZAP70,1,0.868
6357,MAPK14,NFKBIA,-1,0.967
6358,MAPK14,GATA2,1,0.243
6359,MAPK14,SLC9A1,1,0.951
6360,MAPK14,MAPT,1,0.22
6361,MAPK14,HIST1H3D,1,0.175
6362,MAPK14,HIST1H3H,1,0.175
6363,MAPK14,HIST1H3J,1,0.175
6364,MAPK14,MEF2D,1,0.963
6365,MAPK14,MITF,1,0.953
6366,MAPK14,ELK3,1,0.511
6367,MAPK14,KRT8,1,0.945
6368,MAPK14,CARD14,1,0.186
6369,MAPK14,CDX2,1,0.329
6370,MAPK14,EEA1,1,0.678
6371,MAPK14,RBSN,1,0.36
6372,MAPK14,SMARCD3,1,0.308
6373,MAPK14,USF1,1,0.946
6374,MAPK14,ZNHIT1,1,0.343
6375,MAPK15,ETS1,1,0.215
6376,MAPK15,JUN,1,0.689
6377,MAPK3,ABI1,1,0.907
6378,MAPK3,ADAM17,1,0.447
6379,MAPK3,ARHGEF2,1,0.205
6380,MAPK3,ARRB1,-1,0.974
6381,MAPK3,ATF2,1,0.985
6382,MAPK3,BAD,-1,0.918
6383,MAPK3,BAZ1B,1,0.154
6384,MAPK3,BCL2L11,-1,0.964
6385,MAPK3,BCL3,1,0.559
6386,MAPK3,BCL6,-1,0.66
6387,MAPK3,BRAF,-1,0.961
6388,MAPK3,CAPN2,1,0.92
6389,MAPK3,CASP8,-1,0.977
6390,MAPK3,CASP9,-1,0.778
6391,MAPK3,CDC25A,1,0.537
6392,MAPK3,CDKN1B,-1,0.589
6393,MAPK3,CEBPA,-1,0.298
6394,MAPK3,CEBPB,1,0.961
6395,MAPK3,CRP,-1,0.425
6396,MAPK3,CTTN,1,0.43
6397,MAPK3,DAPK1,1,0.94
6398,MAPK3,DUSP2,1,0.988
6399,MAPK3,DUSP4,1,0.982
6400,MAPK3,DUSP9,1,0.985
6401,MAPK3,E2F1,1,0.202
6402,MAPK3,ELK1,1,0.965
6403,MAPK3,ELK4,1,0.897
6404,MAPK3,ESR1,1,0.957
6405,MAPK3,ETS1,1,0.969
6406,MAPK3,FGFR1,-1,0.436
6407,MAPK3,FOS,1,0.993
6408,MAPK3,FOXO3,-1,0.927
6409,MAPK3,GAB1,-1,0.956
6410,MAPK3,GAB2,1,0.955
6411,MAPK3,GATA1,1,0.576
6412,MAPK3,GATA4,1,0.636
6413,MAPK3,GJA1,-1,0.928
6414,MAPK3,GRB10,1,0.204
6415,MAPK3,GSK3B,-1,0.404
6416,MAPK3,H3F3A,1,0.175
6417,MAPK3,H3F3B,1,0.179
6418,MAPK3,HDAC6,1,0.551
6419,MAPK3,HIF1A,1,0.686
6420,MAPK3,HNRNPK,-1,0.21
6421,MAPK3,IL16,1,0.19
6422,MAPK3,IRS1,-1,0.965
6423,MAPK3,JAK2,-1,0.944
6424,MAPK3,JUN,1,0.996
6425,MAPK3,LAT,-1,0.323
6426,MAPK3,LIFR,-1,0.275
6427,MAPK3,LRP6,1,0.202
6428,MAPK3,MAP2K1,1,0.989
6429,MAPK3,MAP2K2,1,0.989
6430,MAPK3,MAPK8,1,0.483
6431,MAPK3,MAPKAPK2,1,0.772
6432,MAPK3,MCL1,1,0.506
6433,MAPK3,MKNK1,1,0.913
6434,MAPK3,MKNK2,1,0.871
6435,MAPK3,MRTFA,-1,0.15
6436,MAPK3,MYB,-1,0.351
6437,MAPK3,MYC,1,0.96
6438,MAPK3,MYLK,1,0.471
6439,MAPK3,NCF1,1,0.526
6440,MAPK3,NCOA1,1,0.541
6441,MAPK3,NFATC4,1,0.3
6442,MAPK3,NR3C1,-1,0.477
6443,MAPK3,PAK1,-1,0.486
6444,MAPK3,PGR,-1,0.514
6445,MAPK3,PLA2G4A,1,0.947
6446,MAPK3,PML,1,0.397
6447,MAPK3,PPARA,1,0.59
6448,MAPK3,PPARG,-1,0.575
6449,MAPK3,PPP2R5C,-1,0.911
6450,MAPK3,PTPN11,1,0.989
6451,MAPK3,PTPN5,1,0.95
6452,MAPK3,PTPRR,1,0.959
6453,MAPK3,PTTG1,1,0.161
6454,MAPK3,RARG,1,0.17
6455,MAPK3,RCAN1,1,0.475
6456,MAPK3,RPS6KA1,1,0.961
6457,MAPK3,RPS6KA2,1,0.976
6458,MAPK3,RPS6KA3,1,0.966
6459,MAPK3,RPS6KA4,1,0.955
6460,MAPK3,RPS6KA6,1,0.874
6461,MAPK3,RPS6KB1,1,0.641
6462,MAPK3,RPTOR,1,0.582
6463,MAPK3,RUNX2,1,0.942
6464,MAPK3,RXRA,1,0.448
6465,MAPK3,SHC1,1,0.973
6466,MAPK3,SP1,1,0.807
6467,MAPK3,SP3,1,0.338
6468,MAPK3,SPHK2,1,0.875
6469,MAPK3,SREBF1,1,0.562
6470,MAPK3,STAT3,1,0.984
6471,MAPK3,STAT5A,1,0.784
6472,MAPK3,STK11,-1,0.474
6473,MAPK3,TCF3,1,0.493
6474,MAPK3,TP53,1,0.971
6475,MAPK3,TSC2,-1,0.965
6476,MAPK3,TWIST1,1,0.288
6477,MAPK3,SORBS3,1,0.391
6478,MAPK3,POU5F1,-1,0.33
6479,MAPK3,MAPT,1,0.862
6480,MAPK3,PDE4D,-1,0.206
6481,MAPK3,SREBF2,1,0.463
6482,MAPK3,JUND,1,0.76
6483,MAPK3,TH,1,0.616
6484,MAPK3,MITF,1,0.901
6485,MAPK3,MAZ,1,0.42
6486,MAPK3,NFATC1,-1,0.937
6487,MAPK3,SPHK1,1,0.889
6488,MAPK3,MYL1,1,0.217
6489,MAPK3,GABPA,1,0.254
6490,MAPK3,CIC,-1,0.193
6491,MAPK3,KLC1,-1,0.239
6492,MAPK3,MBP,-1,0.877
6493,MAPK3,PCYT1A,-1,0.836
6494,MAPK3,TOB1,-1,0.504
6495,MAPK3,CALD1,-1,0.914
6496,MAPK3,ETV6,-1,0.88
6497,MAPK3,HSPB8,1,0.42
6498,MAPK3,KARS,1,0.214
6499,MAPK3,LIPE,1,0.5
6500,MAPK3,MAGEA11,1,0.295
6501,MAPK3,NCKIPSD,1,0.62
6502,MAPK6,NCOA3,1,0.941
6503,MAPK7,ETS1,1,0.735
6504,MAPK7,MAP2K5,1,0.985
6505,MAPK7,MAPK8,1,0.181
6506,MAPK7,MEF2C,1,0.989
6507,MAPK7,NFE2L2,1,0.444
6508,MAPK7,NR4A1,1,0.847
6509,MAPK7,PML,-1,0.631
6510,MAPK7,PTPRR,1,0.88
6511,MAPK7,RPS6KA1,1,0.948
6512,MAPK7,SGK1,1,0.653
6513,MAPK7,MEF2D,1,0.989
6514,MAPK8,AIMP1,-1,0.7
6515,MAPK8,APBB1,1,0.95
6516,MAPK8,APP,1,0.985
6517,MAPK8,AR,1,0.966
6518,MAPK8,ATF2,1,0.99
6519,MAPK8,BAX,1,0.984
6520,MAPK8,BCL2L1,-1,0.983
6521,MAPK8,BID,1,0.88
6522,MAPK8,BMF,1,0.975
6523,MAPK8,BRCA1,1,0.321
6524,MAPK8,CDC25B,-1,0.572
6525,MAPK8,CDC25C,-1,0.63
6526,MAPK8,CDKN1A,1,0.982
6527,MAPK8,CTBP1,-1,0.152
6528,MAPK8,DUSP1,1,0.991
6529,MAPK8,DUSP4,1,0.981
6530,MAPK8,DUSP8,1,0.985
6531,MAPK8,DUSP9,1,0.899
6532,MAPK8,ELK1,1,0.872
6533,MAPK8,ELK4,1,0.41
6534,MAPK8,ESR1,1,0.539
6535,MAPK8,FASLG,1,0.91
6536,MAPK8,FOS,1,0.996
6537,MAPK8,H2AFX,1,0.979
6538,MAPK8,H3F3A,1,0.34
6539,MAPK8,H3F3B,1,0.366
6540,MAPK8,HNF4A,1,0.806
6541,MAPK8,HNRNPK,1,0.515
6542,MAPK8,IRF3,1,0.824
6543,MAPK8,IRS1,-1,0.98
6544,MAPK8,ITCH,1,0.914
6545,MAPK8,JDP2,1,0.583
6546,MAPK8,JUN,1,0.999
6547,MAPK8,KAT5,1,0.923
6548,MAPK8,LAT,-1,0.588
6549,MAPK8,LRP6,1,0.608
6550,MAPK8,MAPK1,1,0.945
6551,MAPK8,MAPK14,1,0.941
6552,MAPK8,MAPK3,-1,0.483
6553,MAPK8,MAPK8IP1,1,0.992
6554,MAPK8,MAPK8IP3,1,0.975
6555,MAPK8,MAPK9,1,0.986
6556,MAPK8,MYC,1,0.909
6557,MAPK8,NCL,1,0.258
6558,MAPK8,NFATC2,-1,0.978
6559,MAPK8,NFATC3,-1,0.988
6560,MAPK8,NFATC4,-1,0.858
6561,MAPK8,NPM1,1,0.43
6562,MAPK8,NR4A1,-1,0.744
6563,MAPK8,PKMYT1,1,0.366
6564,MAPK8,PPARA,1,0.371
6565,MAPK8,PPARG,-1,0.811
6566,MAPK8,PXN,1,0.932
6567,MAPK8,RARA,1,0.922
6568,MAPK8,RPA1,1,0.906
6569,MAPK8,SFN,-1,0.482
6570,MAPK8,SHC1,1,0.973
6571,MAPK8,SIRT1,1,0.843
6572,MAPK8,SMAD3,1,0.867
6573,MAPK8,SMAD4,1,0.799
6574,MAPK8,SP1,1,0.979
6575,MAPK8,SRF,1,0.531
6576,MAPK8,STAT1,1,0.631
6577,MAPK8,STAT3,1,0.91
6578,MAPK8,STAT5A,1,0.528
6579,MAPK8,STAT6,-1,0.647
6580,MAPK8,STK4,1,0.247
6581,MAPK8,STUB1,1,0.274
6582,MAPK8,TP53,1,0.994
6583,MAPK8,TWIST1,1,0.262
6584,MAPK8,WWOX,-1,0.742
6585,MAPK8,XPO1,1,0.308
6586,MAPK8,YWHAZ,-1,0.443
6587,MAPK8,ZBTB16,1,0.228
6588,MAPK8,SNRNP70,1,0.154
6589,MAPK8,FOXO4,1,0.97
6590,MAPK8,MAPT,1,0.971
6591,MAPK8,STMN1,-1,0.205
6592,MAPK8,JUND,1,0.996
6593,MAPK8,ATN1,-1,0.58
6594,MAPK8,APLP2,1,0.734
6595,MAPK8,MITF,1,0.431
6596,MAPK8,FOSL1,1,0.924
6597,MAPK8,KRT8,1,0.469
6598,MAPK8,STMN2,1,0.614
6599,MAPK8,EIF4ENIF1,1,0.502
6600,MAPK8,PAX2,1,0.712
6601,MAPK8,PPM1J,-1,0.453
6602,MAPK8,RNH1,1,0.165
6603,MAPK8IP1,AKT1,1,0.765
6604,MAPK8IP1,MAP2K4,1,0.566
6605,MAPK8IP1,MAP2K7,1,0.968
6606,MAPK8IP1,MAP3K10,1,0.803
6607,MAPK8IP1,MAP3K12,-1,0.772
6608,MAPK8IP1,MAP4K1,1,0.83
6609,MAPK8IP1,MAP4K2,-1,0.169
6610,MAPK8IP1,MAPK14,1,0.231
6611,MAPK8IP1,MAPK9,-1,0.905
6612,MAPK8IP1,NOTCH1,-1,0.19
6613,MAPK8IP1,TIAM1,1,0.468
6614,MAPK8IP2,MAP2K7,1,0.957
6615,MAPK8IP2,MAPK10,1,0.947
6616,MAPK8IP2,MAPK13,1,0.407
6617,MAPK8IP2,MAPK14,1,0.199
6618,MAPK8IP2,MAPK8,1,0.969
6619,MAPK8IP2,MAPK8IP1,1,0.903
6620,MAPK8IP2,MAPK9,1,0.726
6621,MAPK8IP3,MAP2K4,1,0.913
6622,MAPK8IP3,MAP2K7,1,0.935
6623,MAPK8IP3,MAP3K1,1,0.896
6624,MAPK8IP3,MAP3K11,1,0.891
6625,MAPK8IP3,MAPK10,1,0.979
6626,MAPK8IP3,MAPK8,1,0.975
6627,MAPK8IP3,MAPK9,1,0.785
6628,MAPK9,ATF2,1,0.986
6629,MAPK9,BCL2L11,1,0.976
6630,MAPK9,BCL3,1,0.168
6631,MAPK9,CDC25C,-1,0.499
6632,MAPK9,CTNNB1,1,0.974
6633,MAPK9,ELK1,1,0.37
6634,MAPK9,ETS1,1,0.261
6635,MAPK9,H2AFX,1,0.221
6636,MAPK9,H3F3A,1,0.559
6637,MAPK9,H3F3B,1,0.358
6638,MAPK9,HNRNPUL1,1,0.207
6639,MAPK9,JUNB,-1,0.85
6640,MAPK9,MAPK8IP1,1,0.905
6641,MAPK9,MAPK8IP3,1,0.785
6642,MAPK9,MFN2,-1,0.378
6643,MAPK9,MYC,1,0.586
6644,MAPK9,NFATC2,-1,0.723
6645,MAPK9,NFATC4,-1,0.834
6646,MAPK9,NR3C1,1,0.312
6647,MAPK9,PSEN1,1,0.239
6648,MAPK9,SMAD4,1,0.469
6649,MAPK9,STAT1,1,0.391
6650,MAPK9,STAT3,1,0.662
6651,MAPK9,TP53,1,0.987
6652,MAPK9,XPO1,1,0.198
6653,MAPK9,SNRNP70,1,0.154
6654,MAPK9,FOXO4,1,0.921
6655,MAPK9,JUND,1,0.991
6656,MAPK9,TOB1,-1,0.36
6657,MAPKAP1,AKT1,1,0.973
6658,MAPKAPK2,BAG2,1,0.426
6659,MAPKAPK2,CDC25A,-1,0.388
6660,MAPKAPK2,CDC25B,-1,0.575
6661,MAPKAPK2,CDC25C,-1,0.257
6662,MAPKAPK2,CREB1,1,0.977
6663,MAPKAPK2,ELAVL1,1,0.423
6664,MAPKAPK2,HNRNPA0,1,0.706
6665,MAPKAPK2,HSF1,1,0.937
6666,MAPKAPK2,MAPK14,1,0.998
6667,MAPKAPK2,PLK1,1,0.308
6668,MAPKAPK2,SRF,1,0.68
6669,MAPKAPK2,TCF3,1,0.619
6670,MAPKAPK2,ZFP36L1,-1,0.938
6671,MAPKAPK2,AGO2,1,0.373
6672,MAPKAPK2,LIMK1,1,0.391
6673,MAPKAPK2,TH,1,0.408
6674,MAPKAPK2,ARPC5,1,0.635
6675,MAPKAPK2,LSP1,1,0.628
6676,MAPKAPK2,PARN,-1,0.358
6677,MAPKAPK3,BMI1,1,0.935
6678,MAPKAPK3,HSPB1,1,0.97
6679,MAPRE1,TERF1,-1,0.36
6680,MARK1,MAPT,-1,0.554
6681,MARK1,MAP2,-1,0.451
6682,MARK1,MAP4,-1,0.449
6683,MARK2,ARHGEF2,-1,0.774
6684,MARK2,DVL3,1,0.425
6685,MARK2,HDAC7,-1,0.691
6686,MARK2,PARD3,1,0.703
6687,MARK2,MAPT,-1,0.768
6688,MARK2,RAB11FIP2,1,0.659
6689,MARK2,UTRN,1,0.796
6690,MARK3,CHEK2,1,0.179
6691,MARK3,PPP2R5D,1,0.91
6692,MARK3,PRKACA,1,0.233
6693,MASP1,C4B,1,0.964
6694,MASP2,C2,1,0.826
6695,MASP2,C4A,1,0.91
6696,MASP2,C4B,1,0.981
6697,MAST1,PTEN,-1,0.78
6698,MAST2,PTEN,1,0.823
6699,MAST2,TRAF6,-1,0.363
6700,MAST2,SLC9A3,1,0.673
6701,MAST3,PTEN,1,0.78
6702,MATK,KIT,1,0.95
6703,MAVS,CASP8,1,0.954
6704,MAVS,DDX58,-1,0.999
6705,MAVS,IFIH1,-1,0.995
6706,MAVS,IKBKB,1,0.948
6707,MAVS,NLRP3,1,0.791
6708,MAX,CEBPA,-1,0.933
6709,MAX,MAD1L1,1,0.359
6710,MAX,MYC,1,0.981
6711,MAX,FTH1,-1,0.911
6712,MAX,MNT,1,0.416
6713,MAX,MXD3,1,0.373
6714,MAX,MXI1,1,0.814
6715,MBD1,SETDB1,1,0.747
6716,MC4R,NPY,1,0.885
6717,MCF2,RHOA,1,0.983
6718,MCF2L,CDC42,1,0.972
6719,MCF2L,RHOA,1,0.949
6720,MCL1,BAK1,-1,0.956
6721,MCL1,BAX,-1,0.984
6722,MCL1,BBC3,-1,0.987
6723,MCL1,BCL2L11,-1,0.999
6724,MCL1,BECN1,-1,0.851
6725,MCL1,BOK,-1,0.747
6726,MCM3AP,MCM3,1,0.929
6727,MCM7,RAD17,1,0.983
6728,MCM7,UBE3A,-1,0.49
